evidence_id,user_id,competency_id,assessment_id,assessment_type,evidence_type,score,estimated_level,confidence,date,coverage,item_count,rubric_version,reviewed,state_update_applied,payload_hash,source_id,provenance,source_type,created_at,updated_at
EVD-SEED-018-001,USR-018,COMP-003,ASS-SEED-018,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.84,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-018-002,USR-018,COMP-004,ASS-SEED-018,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.84,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-018-003,USR-018,COMP-006,ASS-SEED-018,MANAGER_REVIEW,MANAGER_VALIDATED,,2,0.84,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-018-004,USR-018,COMP-009,ASS-SEED-018,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.84,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-018-005,USR-018,COMP-011,ASS-SEED-018,MANAGER_REVIEW,MANAGER_VALIDATED,,2,0.84,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-018-006,USR-018,COMP-014,ASS-SEED-018,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.84,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-018-007,USR-018,COMP-015,ASS-SEED-018,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.84,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-018-008,USR-018,COMP-016,ASS-SEED-018,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.84,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-018-009,USR-018,COMP-017,ASS-SEED-018,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.84,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-018-010,USR-018,COMP-018,ASS-SEED-018,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.84,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-018-011,USR-018,COMP-022,ASS-SEED-018,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.84,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-018-012,USR-018,COMP-023,ASS-SEED-018,MANAGER_REVIEW,MANAGER_VALIDATED,,2,0.84,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-018-013,USR-018,COMP-024,ASS-SEED-018,MANAGER_REVIEW,MANAGER_VALIDATED,,2,0.84,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-018-014,USR-018,COMP-SAMPLING,ASS-SEED-018,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.84,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-019-001,USR-019,COMP-003,ASS-SEED-019,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.86,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-019-002,USR-019,COMP-009,ASS-SEED-019,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.86,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-019-003,USR-019,COMP-013,ASS-SEED-019,MANAGER_REVIEW,MANAGER_VALIDATED,,2,0.86,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-019-004,USR-019,COMP-014,ASS-SEED-019,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.86,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-019-005,USR-019,COMP-016,ASS-SEED-019,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.86,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-019-006,USR-019,COMP-017,ASS-SEED-019,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.86,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-019-007,USR-019,COMP-018,ASS-SEED-019,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.86,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-019-008,USR-019,COMP-024,ASS-SEED-019,MANAGER_REVIEW,MANAGER_VALIDATED,,2,0.86,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-019-009,USR-019,COMP-025,ASS-SEED-019,MANAGER_REVIEW,MANAGER_VALIDATED,,2,0.86,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-019-010,USR-019,COMP-027,ASS-SEED-019,MANAGER_REVIEW,MANAGER_VALIDATED,,2,0.86,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-019-011,USR-019,COMP-030,ASS-SEED-019,MANAGER_REVIEW,MANAGER_VALIDATED,,2,0.86,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-019-012,USR-019,COMP-031,ASS-SEED-019,MANAGER_REVIEW,MANAGER_VALIDATED,,2,0.86,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-019-013,USR-019,COMP-032,ASS-SEED-019,MANAGER_REVIEW,MANAGER_VALIDATED,,2,0.86,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-020-001,USR-020,COMP-003,ASS-SEED-020,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.8,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-020-002,USR-020,COMP-005,ASS-SEED-020,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.8,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-020-003,USR-020,COMP-009,ASS-SEED-020,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.8,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-020-004,USR-020,COMP-013,ASS-SEED-020,MANAGER_REVIEW,MANAGER_VALIDATED,,2,0.8,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-020-005,USR-020,COMP-014,ASS-SEED-020,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.8,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-020-006,USR-020,COMP-016,ASS-SEED-020,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.8,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-020-007,USR-020,COMP-017,ASS-SEED-020,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.8,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-020-008,USR-020,COMP-018,ASS-SEED-020,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.8,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-020-009,USR-020,COMP-030,ASS-SEED-020,MANAGER_REVIEW,MANAGER_VALIDATED,,2,0.8,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-020-010,USR-020,COMP-031,ASS-SEED-020,MANAGER_REVIEW,MANAGER_VALIDATED,,2,0.8,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-020-011,USR-020,COMP-032,ASS-SEED-020,MANAGER_REVIEW,MANAGER_VALIDATED,,1,0.8,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
