gap_id,user_id,scope,position_id,competency_id,required_level,current_level,signed_gap,unmet_gap,gap_status,priority,recommendation_status,contributing_role_ids,contributing_activity_ids,provenance,source_type,source_id,created_at,updated_at
GAP-USR-013-CURRENT-COMP-021,USR-013,CURRENT,POS-019,COMP-021,4,2,2,2,HIGH,HIGH,NO_VERIFIED_COURSE,"[""ROLE-011""]","[""ACT-020""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-013-CURRENT-COMP-022,USR-013,CURRENT,POS-019,COMP-022,4,3,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-011""]","[""ACT-021""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-013-CURRENT-COMP-024,USR-013,CURRENT,POS-019,COMP-024,4,2,2,2,HIGH,HIGH,NO_VERIFIED_COURSE,"[""ROLE-011""]","[""ACT-022""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-013-CURRENT-COMP-028,USR-013,CURRENT,POS-019,COMP-028,3,2,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-011""]","[""ACT-022""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-013-TARGET-COMP-003,USR-013,TARGET,POS-020,COMP-003,4,3,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-008""]","[""ACT-013""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-013-TARGET-COMP-009,USR-013,TARGET,POS-020,COMP-009,4,3,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-008"", ""ROLE-011""]","[""ACT-013"", ""ACT-020""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-013-TARGET-COMP-013,USR-013,TARGET,POS-020,COMP-013,3,2,1,1,MEDIUM,MEDIUM,VERIFIED_DESTINATION_DEMO_MAPPING,"[""ROLE-011""]","[""ACT-021""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-013-TARGET-COMP-014,USR-013,TARGET,POS-020,COMP-014,4,3,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-008""]","[""ACT-013""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-013-TARGET-COMP-015,USR-013,TARGET,POS-020,COMP-015,3,3,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-011""]","[""ACT-022""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-013-TARGET-COMP-016,USR-013,TARGET,POS-020,COMP-016,4,3,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-008""]","[""ACT-012""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-013-TARGET-COMP-017,USR-013,TARGET,POS-020,COMP-017,4,3,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-008""]","[""ACT-012""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-013-TARGET-COMP-018,USR-013,TARGET,POS-020,COMP-018,4,3,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-008""]","[""ACT-012""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-013-TARGET-COMP-021,USR-013,TARGET,POS-020,COMP-021,4,2,2,2,HIGH,HIGH,NO_VERIFIED_COURSE,"[""ROLE-011""]","[""ACT-020""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-013-TARGET-COMP-022,USR-013,TARGET,POS-020,COMP-022,4,3,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-011""]","[""ACT-021""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-013-TARGET-COMP-024,USR-013,TARGET,POS-020,COMP-024,4,2,2,2,HIGH,HIGH,NO_VERIFIED_COURSE,"[""ROLE-011""]","[""ACT-022""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-013-TARGET-COMP-028,USR-013,TARGET,POS-020,COMP-028,3,2,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-011""]","[""ACT-022""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-014-CURRENT-COMP-009,USR-014,CURRENT,POS-019,COMP-009,3,3,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-011""]","[""ACT-020""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-014-CURRENT-COMP-013,USR-014,CURRENT,POS-019,COMP-013,3,3,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-011""]","[""ACT-021""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-014-CURRENT-COMP-015,USR-014,CURRENT,POS-019,COMP-015,3,3,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-011""]","[""ACT-022""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-014-CURRENT-COMP-021,USR-014,CURRENT,POS-019,COMP-021,4,4,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-011""]","[""ACT-020""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-014-CURRENT-COMP-022,USR-014,CURRENT,POS-019,COMP-022,4,2,2,2,HIGH,HIGH,NO_VERIFIED_COURSE,"[""ROLE-011""]","[""ACT-021""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-014-CURRENT-COMP-024,USR-014,CURRENT,POS-019,COMP-024,4,3,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-011""]","[""ACT-022""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-014-CURRENT-COMP-028,USR-014,CURRENT,POS-019,COMP-028,3,3,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-011""]","[""ACT-022""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-014-TARGET-COMP-003,USR-014,TARGET,POS-020,COMP-003,4,3,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-008""]","[""ACT-013""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-014-TARGET-COMP-009,USR-014,TARGET,POS-020,COMP-009,4,3,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-008"", ""ROLE-011""]","[""ACT-013"", ""ACT-020""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-014-TARGET-COMP-013,USR-014,TARGET,POS-020,COMP-013,3,3,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-011""]","[""ACT-021""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-014-TARGET-COMP-014,USR-014,TARGET,POS-020,COMP-014,4,3,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-008""]","[""ACT-013""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-014-TARGET-COMP-015,USR-014,TARGET,POS-020,COMP-015,3,3,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-011""]","[""ACT-022""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-014-TARGET-COMP-016,USR-014,TARGET,POS-020,COMP-016,4,3,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-008""]","[""ACT-012""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-014-TARGET-COMP-017,USR-014,TARGET,POS-020,COMP-017,4,3,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-008""]","[""ACT-012""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-014-TARGET-COMP-018,USR-014,TARGET,POS-020,COMP-018,4,3,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-008""]","[""ACT-012""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-014-TARGET-COMP-021,USR-014,TARGET,POS-020,COMP-021,4,4,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-011""]","[""ACT-020""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-014-TARGET-COMP-022,USR-014,TARGET,POS-020,COMP-022,4,2,2,2,HIGH,HIGH,NO_VERIFIED_COURSE,"[""ROLE-011""]","[""ACT-021""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-014-TARGET-COMP-024,USR-014,TARGET,POS-020,COMP-024,4,3,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-011""]","[""ACT-022""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-014-TARGET-COMP-028,USR-014,TARGET,POS-020,COMP-028,3,3,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-011""]","[""ACT-022""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-015-CURRENT-COMP-005,USR-015,CURRENT,POS-021,COMP-005,3,3,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-012""]","[""ACT-025""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-015-CURRENT-COMP-009,USR-015,CURRENT,POS-021,COMP-009,3,3,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-012""]","[""ACT-024""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-015-CURRENT-COMP-011,USR-015,CURRENT,POS-021,COMP-011,4,3,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-012""]","[""ACT-023""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-015-CURRENT-COMP-014,USR-015,CURRENT,POS-021,COMP-014,3,3,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-012""]","[""ACT-024""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-015-CURRENT-COMP-025,USR-015,CURRENT,POS-021,COMP-025,4,2,2,2,HIGH,HIGH,NO_VERIFIED_COURSE,"[""ROLE-012""]","[""ACT-023""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-015-CURRENT-COMP-026,USR-015,CURRENT,POS-021,COMP-026,3,3,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-012""]","[""ACT-023""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-015-CURRENT-COMP-027,USR-015,CURRENT,POS-021,COMP-027,4,3,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-012""]","[""ACT-023""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-015-CURRENT-COMP-028,USR-015,CURRENT,POS-021,COMP-028,4,2,2,2,HIGH,HIGH,NO_VERIFIED_COURSE,"[""ROLE-012""]","[""ACT-025""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-015-CURRENT-COMP-029,USR-015,CURRENT,POS-021,COMP-029,3,1,2,2,HIGH,HIGH,NO_VERIFIED_COURSE,"[""ROLE-012""]","[""ACT-024""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-015-TARGET-COMP-003,USR-015,TARGET,POS-022,COMP-003,4,3,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-008""]","[""ACT-013""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-015-TARGET-COMP-005,USR-015,TARGET,POS-022,COMP-005,3,3,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-012""]","[""ACT-025""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-015-TARGET-COMP-009,USR-015,TARGET,POS-022,COMP-009,4,3,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-008"", ""ROLE-012""]","[""ACT-013"", ""ACT-024""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-015-TARGET-COMP-011,USR-015,TARGET,POS-022,COMP-011,4,3,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-012""]","[""ACT-023""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-015-TARGET-COMP-014,USR-015,TARGET,POS-022,COMP-014,4,3,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-008"", ""ROLE-012""]","[""ACT-013"", ""ACT-024""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-015-TARGET-COMP-016,USR-015,TARGET,POS-022,COMP-016,4,3,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-008""]","[""ACT-012""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-015-TARGET-COMP-017,USR-015,TARGET,POS-022,COMP-017,4,3,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-008""]","[""ACT-012""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-015-TARGET-COMP-018,USR-015,TARGET,POS-022,COMP-018,4,3,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-008""]","[""ACT-012""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-015-TARGET-COMP-025,USR-015,TARGET,POS-022,COMP-025,4,2,2,2,HIGH,HIGH,NO_VERIFIED_COURSE,"[""ROLE-012""]","[""ACT-023""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-015-TARGET-COMP-026,USR-015,TARGET,POS-022,COMP-026,3,3,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-012""]","[""ACT-023""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-015-TARGET-COMP-027,USR-015,TARGET,POS-022,COMP-027,4,3,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-012""]","[""ACT-023""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-015-TARGET-COMP-028,USR-015,TARGET,POS-022,COMP-028,4,2,2,2,HIGH,HIGH,NO_VERIFIED_COURSE,"[""ROLE-012""]","[""ACT-025""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-015-TARGET-COMP-029,USR-015,TARGET,POS-022,COMP-029,3,1,2,2,HIGH,HIGH,NO_VERIFIED_COURSE,"[""ROLE-012""]","[""ACT-024""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-016-CURRENT-COMP-005,USR-016,CURRENT,POS-021,COMP-005,3,3,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-012""]","[""ACT-025""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-016-CURRENT-COMP-009,USR-016,CURRENT,POS-021,COMP-009,3,3,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-012""]","[""ACT-024""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-016-CURRENT-COMP-011,USR-016,CURRENT,POS-021,COMP-011,4,3,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-012""]","[""ACT-023""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-016-CURRENT-COMP-014,USR-016,CURRENT,POS-021,COMP-014,3,3,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-012""]","[""ACT-024""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-016-CURRENT-COMP-025,USR-016,CURRENT,POS-021,COMP-025,4,3,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-012""]","[""ACT-023""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-016-CURRENT-COMP-026,USR-016,CURRENT,POS-021,COMP-026,3,2,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-012""]","[""ACT-023""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-016-CURRENT-COMP-027,USR-016,CURRENT,POS-021,COMP-027,4,4,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-012""]","[""ACT-023""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-016-CURRENT-COMP-028,USR-016,CURRENT,POS-021,COMP-028,4,3,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-012""]","[""ACT-025""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-016-CURRENT-COMP-029,USR-016,CURRENT,POS-021,COMP-029,3,2,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-012""]","[""ACT-024""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-016-TARGET-COMP-003,USR-016,TARGET,POS-022,COMP-003,4,3,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-008""]","[""ACT-013""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-016-TARGET-COMP-005,USR-016,TARGET,POS-022,COMP-005,3,3,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-012""]","[""ACT-025""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-016-TARGET-COMP-009,USR-016,TARGET,POS-022,COMP-009,4,3,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-008"", ""ROLE-012""]","[""ACT-013"", ""ACT-024""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-016-TARGET-COMP-011,USR-016,TARGET,POS-022,COMP-011,4,3,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-012""]","[""ACT-023""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-016-TARGET-COMP-014,USR-016,TARGET,POS-022,COMP-014,4,3,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-008"", ""ROLE-012""]","[""ACT-013"", ""ACT-024""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-016-TARGET-COMP-016,USR-016,TARGET,POS-022,COMP-016,4,3,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-008""]","[""ACT-012""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-016-TARGET-COMP-017,USR-016,TARGET,POS-022,COMP-017,4,3,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-008""]","[""ACT-012""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-016-TARGET-COMP-018,USR-016,TARGET,POS-022,COMP-018,4,3,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-008""]","[""ACT-012""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-016-TARGET-COMP-025,USR-016,TARGET,POS-022,COMP-025,4,3,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-012""]","[""ACT-023""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-016-TARGET-COMP-026,USR-016,TARGET,POS-022,COMP-026,3,2,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-012""]","[""ACT-023""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-016-TARGET-COMP-027,USR-016,TARGET,POS-022,COMP-027,4,4,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-012""]","[""ACT-023""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-016-TARGET-COMP-028,USR-016,TARGET,POS-022,COMP-028,4,3,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-012""]","[""ACT-025""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-016-TARGET-COMP-029,USR-016,TARGET,POS-022,COMP-029,3,2,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-012""]","[""ACT-024""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-017-CURRENT-COMP-005,USR-017,CURRENT,POS-021,COMP-005,3,3,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-012""]","[""ACT-025""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-017-CURRENT-COMP-009,USR-017,CURRENT,POS-021,COMP-009,3,3,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-012""]","[""ACT-024""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-017-CURRENT-COMP-011,USR-017,CURRENT,POS-021,COMP-011,4,3,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-012""]","[""ACT-023""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-017-CURRENT-COMP-014,USR-017,CURRENT,POS-021,COMP-014,3,3,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-012""]","[""ACT-024""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-017-CURRENT-COMP-025,USR-017,CURRENT,POS-021,COMP-025,4,3,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-012""]","[""ACT-023""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-017-CURRENT-COMP-026,USR-017,CURRENT,POS-021,COMP-026,3,3,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-012""]","[""ACT-023""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-017-CURRENT-COMP-027,USR-017,CURRENT,POS-021,COMP-027,4,2,2,2,HIGH,HIGH,NO_VERIFIED_COURSE,"[""ROLE-012""]","[""ACT-023""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-017-CURRENT-COMP-028,USR-017,CURRENT,POS-021,COMP-028,4,2,2,2,HIGH,HIGH,NO_VERIFIED_COURSE,"[""ROLE-012""]","[""ACT-025""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-017-CURRENT-COMP-029,USR-017,CURRENT,POS-021,COMP-029,3,3,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-012""]","[""ACT-024""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-017-TARGET-COMP-003,USR-017,TARGET,POS-022,COMP-003,4,3,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-008""]","[""ACT-013""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-017-TARGET-COMP-005,USR-017,TARGET,POS-022,COMP-005,3,3,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-012""]","[""ACT-025""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-017-TARGET-COMP-009,USR-017,TARGET,POS-022,COMP-009,4,3,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-008"", ""ROLE-012""]","[""ACT-013"", ""ACT-024""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
